"","LSOA11CD","BodyType","Keepership","LicenceStatus","2024 Q4"
"24441","E01024192","Cars","Total","Licensed","1038"
"24442","E01024193","Cars","Total","Licensed","568"
"24443","E01024194","Cars","Total","Licensed","659"
"24444","E01024195","Cars","Total","Licensed","651"
"24445","E01024196","Cars","Total","Licensed","546"
"24446","E01024197","Cars","Total","Licensed","712"
"24447","E01024198","Cars","Total","Licensed","1591"
"24448","E01024200","Cars","Total","Licensed","1138"
"24449","E01024201","Cars","Total","Licensed","876"
"24450","E01024202","Cars","Total","Licensed","1128"
"24451","E01024203","Cars","Total","Licensed","1016"
"24452","E01024204","Cars","Total","Licensed","1017"
"24453","E01024205","Cars","Total","Licensed","972"
"24454","E01024206","Cars","Total","Licensed","1309"
"24455","E01024207","Cars","Total","Licensed","1211"
"24456","E01024208","Cars","Total","Licensed","1026"
"24457","E01024209","Cars","Total","Licensed","1122"
"24458","E01024212","Cars","Total","Licensed","761"
"24459","E01024213","Cars","Total","Licensed","718"
"24460","E01024214","Cars","Total","Licensed","603"
"24461","E01024215","Cars","Total","Licensed","528"
"24462","E01024216","Cars","Total","Licensed","671"
"24463","E01024217","Cars","Total","Licensed","1540"
"24464","E01024218","Cars","Total","Licensed","502"
"24465","E01024219","Cars","Total","Licensed","646"
"24466","E01024220","Cars","Total","Licensed","785"
"24467","E01024221","Cars","Total","Licensed","790"
"24468","E01024222","Cars","Total","Licensed","704"
"24469","E01024223","Cars","Total","Licensed","714"
"24470","E01024224","Cars","Total","Licensed","832"
"24471","E01024225","Cars","Total","Licensed","818"
"24472","E01024226","Cars","Total","Licensed","717"
"24473","E01024227","Cars","Total","Licensed","747"
"24474","E01024228","Cars","Total","Licensed","606"
"24475","E01024229","Cars","Total","Licensed","639"
"24476","E01024230","Cars","Total","Licensed","573"
"24477","E01024231","Cars","Total","Licensed","585"
"24478","E01024232","Cars","Total","Licensed","1244"
"24479","E01024233","Cars","Total","Licensed","936"
"24480","E01024234","Cars","Total","Licensed","910"
"24481","E01024235","Cars","Total","Licensed","807"
"24482","E01024236","Cars","Total","Licensed","1056"
"24483","E01024237","Cars","Total","Licensed","1024"
"24484","E01024238","Cars","Total","Licensed","803"
"24485","E01024239","Cars","Total","Licensed","636"
"24486","E01024240","Cars","Total","Licensed","572"
"24487","E01024241","Cars","Total","Licensed","932"
"24488","E01024242","Cars","Total","Licensed","1162"
"24489","E01024243","Cars","Total","Licensed","855"
"24490","E01024244","Cars","Total","Licensed","1086"
"24491","E01024245","Cars","Total","Licensed","1359"
"24492","E01024246","Cars","Total","Licensed","710"
"24493","E01024247","Cars","Total","Licensed","743"
"24494","E01024248","Cars","Total","Licensed","758"
"24495","E01024249","Cars","Total","Licensed","820"
"24496","E01024250","Cars","Total","Licensed","802"
"24497","E01024251","Cars","Total","Licensed","892"
"24498","E01024252","Cars","Total","Licensed","1188"
"24499","E01024253","Cars","Total","Licensed","1069"
"24500","E01024254","Cars","Total","Licensed","1450"
"24501","E01024255","Cars","Total","Licensed","1100"
"24502","E01024256","Cars","Total","Licensed","1161"
"24503","E01024257","Cars","Total","Licensed","777"
"24504","E01024258","Cars","Total","Licensed","664"
"24505","E01024259","Cars","Total","Licensed","803"
"24506","E01024260","Cars","Total","Licensed","829"
"24507","E01024261","Cars","Total","Licensed","1347"
"24508","E01024262","Cars","Total","Licensed","700"
"24509","E01024263","Cars","Total","Licensed","630"
"24510","E01024264","Cars","Total","Licensed","769"
"24511","E01024265","Cars","Total","Licensed","897"
"24512","E01024266","Cars","Total","Licensed","649"
"24513","E01024267","Cars","Total","Licensed","941"
"24514","E01024268","Cars","Total","Licensed","947"
"24515","E01024269","Cars","Total","Licensed","1182"
"24516","E01024270","Cars","Total","Licensed","863"
"24517","E01024271","Cars","Total","Licensed","881"
"24518","E01024272","Cars","Total","Licensed","982"
"24519","E01024273","Cars","Total","Licensed","1160"
"24520","E01024274","Cars","Total","Licensed","1004"
"24521","E01024275","Cars","Total","Licensed","840"
"24522","E01024276","Cars","Total","Licensed","1270"
"24523","E01024277","Cars","Total","Licensed","711"
"24524","E01024278","Cars","Total","Licensed","739"
"24525","E01024279","Cars","Total","Licensed","725"
"24526","E01024280","Cars","Total","Licensed","1397"
"24527","E01024281","Cars","Total","Licensed","695"
"24528","E01024282","Cars","Total","Licensed","639"
"24529","E01024283","Cars","Total","Licensed","582"
"24530","E01024284","Cars","Total","Licensed","642"
"24531","E01024285","Cars","Total","Licensed","698"
"24532","E01024286","Cars","Total","Licensed","818"
"24533","E01024287","Cars","Total","Licensed","715"
"24534","E01024288","Cars","Total","Licensed","702"
"24535","E01024290","Cars","Total","Licensed","711"
"24536","E01024291","Cars","Total","Licensed","608"
"24537","E01024292","Cars","Total","Licensed","698"
"24538","E01024293","Cars","Total","Licensed","808"
"24539","E01024294","Cars","Total","Licensed","1213"
"24540","E01024295","Cars","Total","Licensed","622"
"24541","E01024296","Cars","Total","Licensed","1120"
"24542","E01024297","Cars","Total","Licensed","843"
"24543","E01024298","Cars","Total","Licensed","809"
"24544","E01024299","Cars","Total","Licensed","758"
"24545","E01024300","Cars","Total","Licensed","909"
"24546","E01024301","Cars","Total","Licensed","892"
"24547","E01024302","Cars","Total","Licensed","985"
"24548","E01024303","Cars","Total","Licensed","789"
"24549","E01024304","Cars","Total","Licensed","819"
"24550","E01024305","Cars","Total","Licensed","624"
"24551","E01024306","Cars","Total","Licensed","742"
"24552","E01024307","Cars","Total","Licensed","808"
"24553","E01024308","Cars","Total","Licensed","584"
"24554","E01024309","Cars","Total","Licensed","571"
"24555","E01024310","Cars","Total","Licensed","765"
"24556","E01024311","Cars","Total","Licensed","645"
"24557","E01024312","Cars","Total","Licensed","724"
"24558","E01024313","Cars","Total","Licensed","818"
"24559","E01024314","Cars","Total","Licensed","672"
"24560","E01024315","Cars","Total","Licensed","762"
"24561","E01024316","Cars","Total","Licensed","1467"
"24562","E01024317","Cars","Total","Licensed","725"
"24563","E01024318","Cars","Total","Licensed","754"
"24564","E01024319","Cars","Total","Licensed","834"
"24565","E01024320","Cars","Total","Licensed","1092"
"24566","E01024321","Cars","Total","Licensed","984"
"24567","E01024322","Cars","Total","Licensed","662"
"24568","E01024323","Cars","Total","Licensed","981"
"24569","E01024324","Cars","Total","Licensed","893"
"24570","E01024325","Cars","Total","Licensed","1588"
"24571","E01024326","Cars","Total","Licensed","1126"
"24572","E01024327","Cars","Total","Licensed","815"
"24573","E01024328","Cars","Total","Licensed","989"
"24574","E01024329","Cars","Total","Licensed","1016"
"24575","E01024330","Cars","Total","Licensed","965"
"24576","E01024331","Cars","Total","Licensed","1084"
"24577","E01024332","Cars","Total","Licensed","956"
"24578","E01024333","Cars","Total","Licensed","769"
"24579","E01024334","Cars","Total","Licensed","592"
"24580","E01024335","Cars","Total","Licensed","1254"
"24581","E01024336","Cars","Total","Licensed","1249"
"24582","E01024337","Cars","Total","Licensed","831"
"24583","E01024338","Cars","Total","Licensed","923"
"24584","E01024339","Cars","Total","Licensed","962"
"24585","E01024340","Cars","Total","Licensed","1209"
"24586","E01024341","Cars","Total","Licensed","1025"
"24587","E01024342","Cars","Total","Licensed","1246"
"24588","E01024343","Cars","Total","Licensed","911"
"24589","E01024344","Cars","Total","Licensed","1152"
"24590","E01024345","Cars","Total","Licensed","1145"
"24591","E01024346","Cars","Total","Licensed","922"
"24592","E01024347","Cars","Total","Licensed","1339"
"24593","E01024348","Cars","Total","Licensed","803"
"24594","E01024349","Cars","Total","Licensed","810"
"24595","E01024350","Cars","Total","Licensed","1408"
"24596","E01024351","Cars","Total","Licensed","839"
"24597","E01024352","Cars","Total","Licensed","723"
"24598","E01024353","Cars","Total","Licensed","1109"
"24599","E01024354","Cars","Total","Licensed","720"
"24600","E01024355","Cars","Total","Licensed","982"
"24601","E01024356","Cars","Total","Licensed","750"
"24602","E01024357","Cars","Total","Licensed","785"
"24603","E01024358","Cars","Total","Licensed","814"
"24604","E01024360","Cars","Total","Licensed","745"
"24605","E01024361","Cars","Total","Licensed","1004"
"24606","E01024362","Cars","Total","Licensed","1406"
"24607","E01024363","Cars","Total","Licensed","2085"
"24608","E01024364","Cars","Total","Licensed","1310"
"24609","E01024365","Cars","Total","Licensed","1467"
"24610","E01024366","Cars","Total","Licensed","1301"
"24611","E01024367","Cars","Total","Licensed","794"
"24612","E01024369","Cars","Total","Licensed","859"
"24613","E01024371","Cars","Total","Licensed","860"
"24614","E01024372","Cars","Total","Licensed","1060"
"24615","E01024373","Cars","Total","Licensed","994"
"24616","E01024374","Cars","Total","Licensed","742"
"24617","E01024375","Cars","Total","Licensed","1748"
"24618","E01024376","Cars","Total","Licensed","1547"
"24619","E01024377","Cars","Total","Licensed","1135"
"24620","E01024378","Cars","Total","Licensed","1049"
"24621","E01024379","Cars","Total","Licensed","1390"
"24622","E01024380","Cars","Total","Licensed","1482"
"24623","E01024381","Cars","Total","Licensed","1141"
"24624","E01024382","Cars","Total","Licensed","551"
"24625","E01024383","Cars","Total","Licensed","1267"
"24626","E01024384","Cars","Total","Licensed","1029"
"24627","E01024385","Cars","Total","Licensed","962"
"24628","E01024386","Cars","Total","Licensed","964"
"24629","E01024387","Cars","Total","Licensed","1836"
"24630","E01024388","Cars","Total","Licensed","2536"
"24631","E01024389","Cars","Total","Licensed","1108"
"24632","E01024390","Cars","Total","Licensed","723"
"24633","E01024391","Cars","Total","Licensed","565"
"24634","E01024392","Cars","Total","Licensed","751"
"24635","E01024393","Cars","Total","Licensed","840"
"24636","E01024394","Cars","Total","Licensed","839"
"24637","E01024395","Cars","Total","Licensed","693"
"24638","E01024396","Cars","Total","Licensed","732"
"24639","E01024397","Cars","Total","Licensed","613"
"24640","E01024398","Cars","Total","Licensed","719"
"24641","E01024399","Cars","Total","Licensed","634"
"24642","E01024400","Cars","Total","Licensed","774"
"24643","E01024401","Cars","Total","Licensed","1000"
"24644","E01024402","Cars","Total","Licensed","1130"
"24645","E01024403","Cars","Total","Licensed","1175"
"24646","E01024404","Cars","Total","Licensed","935"
"24647","E01024405","Cars","Total","Licensed","1499"
"24648","E01024406","Cars","Total","Licensed","1182"
"24649","E01024407","Cars","Total","Licensed","1362"
"24650","E01024408","Cars","Total","Licensed","858"
"24651","E01024409","Cars","Total","Licensed","862"
"24652","E01024410","Cars","Total","Licensed","1586"
"24653","E01024411","Cars","Total","Licensed","906"
"24654","E01024413","Cars","Total","Licensed","831"
"24655","E01024414","Cars","Total","Licensed","837"
"24656","E01024415","Cars","Total","Licensed","853"
"24657","E01024416","Cars","Total","Licensed","981"
"24658","E01024417","Cars","Total","Licensed","1039"
"24659","E01024418","Cars","Total","Licensed","750"
"24660","E01024419","Cars","Total","Licensed","1309"
"24661","E01024420","Cars","Total","Licensed","1616"
"24662","E01024421","Cars","Total","Licensed","1204"
"24663","E01024422","Cars","Total","Licensed","1483"
"24664","E01024423","Cars","Total","Licensed","986"
"24665","E01024424","Cars","Total","Licensed","791"
"24666","E01024425","Cars","Total","Licensed","1223"
"24667","E01024426","Cars","Total","Licensed","1350"
"24668","E01024427","Cars","Total","Licensed","661"
"24669","E01024428","Cars","Total","Licensed","698"
"24670","E01024429","Cars","Total","Licensed","738"
"24671","E01024430","Cars","Total","Licensed","896"
"24672","E01024431","Cars","Total","Licensed","1165"
"24673","E01024432","Cars","Total","Licensed","885"
"24674","E01024433","Cars","Total","Licensed","970"
"24675","E01024434","Cars","Total","Licensed","1061"
"24676","E01024435","Cars","Total","Licensed","1215"
"24677","E01024436","Cars","Total","Licensed","1095"
"24678","E01024437","Cars","Total","Licensed","1099"
"24679","E01024438","Cars","Total","Licensed","1003"
"24680","E01024439","Cars","Total","Licensed","1060"
"24681","E01024440","Cars","Total","Licensed","1919"
"24682","E01024441","Cars","Total","Licensed","1108"
"24683","E01024442","Cars","Total","Licensed","1093"
"24684","E01024443","Cars","Total","Licensed","963"
"24685","E01024444","Cars","Total","Licensed","667"
"24686","E01024445","Cars","Total","Licensed","787"
"24687","E01024446","Cars","Total","Licensed","904"
"24688","E01024447","Cars","Total","Licensed","798"
"24689","E01024448","Cars","Total","Licensed","716"
"24690","E01024449","Cars","Total","Licensed","896"
"24691","E01024450","Cars","Total","Licensed","1009"
"24692","E01024451","Cars","Total","Licensed","1553"
"24693","E01024452","Cars","Total","Licensed","963"
"24694","E01024453","Cars","Total","Licensed","1044"
"24695","E01024454","Cars","Total","Licensed","944"
"24696","E01024455","Cars","Total","Licensed","868"
"24697","E01024456","Cars","Total","Licensed","842"
"24698","E01024457","Cars","Total","Licensed","693"
"24699","E01024458","Cars","Total","Licensed","1081"
"24700","E01024459","Cars","Total","Licensed","1083"
"24701","E01024460","Cars","Total","Licensed","825"
"24702","E01024461","Cars","Total","Licensed","1146"
"24703","E01024462","Cars","Total","Licensed","1019"
"24704","E01024463","Cars","Total","Licensed","919"
"24705","E01024464","Cars","Total","Licensed","1097"
"24706","E01024465","Cars","Total","Licensed","723"
"24707","E01024466","Cars","Total","Licensed","661"
"24708","E01024467","Cars","Total","Licensed","905"
"24709","E01024468","Cars","Total","Licensed","722"
"24710","E01024469","Cars","Total","Licensed","786"
"24711","E01024470","Cars","Total","Licensed","819"
"24712","E01024471","Cars","Total","Licensed","804"
"24713","E01024472","Cars","Total","Licensed","787"
"24714","E01024473","Cars","Total","Licensed","871"
"24715","E01024474","Cars","Total","Licensed","848"
"24716","E01024475","Cars","Total","Licensed","772"
"24717","E01024476","Cars","Total","Licensed","733"
"24718","E01024477","Cars","Total","Licensed","691"
"24719","E01024478","Cars","Total","Licensed","756"
"24720","E01024479","Cars","Total","Licensed","858"
"24721","E01024480","Cars","Total","Licensed","730"
"24722","E01024481","Cars","Total","Licensed","744"
"24723","E01024482","Cars","Total","Licensed","662"
"24724","E01024483","Cars","Total","Licensed","1003"
"24725","E01024484","Cars","Total","Licensed","982"
"24726","E01024485","Cars","Total","Licensed","947"
"24727","E01024486","Cars","Total","Licensed","1155"
"24728","E01024487","Cars","Total","Licensed","853"
"24729","E01024488","Cars","Total","Licensed","729"
"24730","E01024489","Cars","Total","Licensed","985"
"24731","E01024490","Cars","Total","Licensed","1408"
"24732","E01024491","Cars","Total","Licensed","626"
"24733","E01024492","Cars","Total","Licensed","725"
"24734","E01024493","Cars","Total","Licensed","611"
"24735","E01024494","Cars","Total","Licensed","913"
"24736","E01024495","Cars","Total","Licensed","1020"
"24737","E01024496","Cars","Total","Licensed","658"
"24738","E01024497","Cars","Total","Licensed","720"
"24739","E01024498","Cars","Total","Licensed","594"
"24740","E01024499","Cars","Total","Licensed","611"
"24741","E01024500","Cars","Total","Licensed","482"
"24742","E01024501","Cars","Total","Licensed","535"
"24743","E01024502","Cars","Total","Licensed","486"
"24744","E01024503","Cars","Total","Licensed","797"
"24745","E01024504","Cars","Total","Licensed","584"
"24746","E01024505","Cars","Total","Licensed","734"
"24747","E01024507","Cars","Total","Licensed","567"
"24748","E01024508","Cars","Total","Licensed","701"
"24749","E01024509","Cars","Total","Licensed","573"
"24750","E01024510","Cars","Total","Licensed","674"
"24751","E01024511","Cars","Total","Licensed","864"
"24752","E01024512","Cars","Total","Licensed","777"
"24753","E01024513","Cars","Total","Licensed","806"
"24754","E01024514","Cars","Total","Licensed","606"
"24755","E01024515","Cars","Total","Licensed","890"
"24756","E01024516","Cars","Total","Licensed","788"
"24757","E01024517","Cars","Total","Licensed","689"
"24758","E01024518","Cars","Total","Licensed","918"
"24759","E01024519","Cars","Total","Licensed","1052"
"24760","E01024520","Cars","Total","Licensed","757"
"24761","E01024521","Cars","Total","Licensed","868"
"24762","E01024522","Cars","Total","Licensed","698"
"24763","E01024523","Cars","Total","Licensed","965"
"24764","E01024524","Cars","Total","Licensed","664"
"24765","E01024525","Cars","Total","Licensed","671"
"24766","E01024526","Cars","Total","Licensed","914"
"24767","E01024527","Cars","Total","Licensed","897"
"24768","E01024528","Cars","Total","Licensed","633"
"24769","E01024529","Cars","Total","Licensed","709"
"24770","E01024530","Cars","Total","Licensed","1143"
"24771","E01024531","Cars","Total","Licensed","704"
"24772","E01024532","Cars","Total","Licensed","829"
"24773","E01024533","Cars","Total","Licensed","730"
"24774","E01024534","Cars","Total","Licensed","724"
"24775","E01024535","Cars","Total","Licensed","1410"
"24776","E01024536","Cars","Total","Licensed","1389"
"24777","E01024537","Cars","Total","Licensed","1002"
"24778","E01024538","Cars","Total","Licensed","1111"
"24779","E01024539","Cars","Total","Licensed","1107"
"24780","E01024540","Cars","Total","Licensed","1109"
"24781","E01024541","Cars","Total","Licensed","1215"
"24782","E01024542","Cars","Total","Licensed","1148"
"24783","E01024544","Cars","Total","Licensed","935"
"24784","E01024545","Cars","Total","Licensed","1049"
"24785","E01024546","Cars","Total","Licensed","1210"
"24786","E01024547","Cars","Total","Licensed","759"
"24787","E01024548","Cars","Total","Licensed","931"
"24788","E01024549","Cars","Total","Licensed","923"
"24789","E01024550","Cars","Total","Licensed","1301"
"24790","E01024551","Cars","Total","Licensed","997"
"24791","E01024552","Cars","Total","Licensed","1262"
"24792","E01024553","Cars","Total","Licensed","892"
"24793","E01024554","Cars","Total","Licensed","1584"
"24794","E01024555","Cars","Total","Licensed","984"
"24795","E01024556","Cars","Total","Licensed","934"
"24796","E01024557","Cars","Total","Licensed","913"
"24797","E01024558","Cars","Total","Licensed","1102"
"24798","E01024559","Cars","Total","Licensed","583"
"24799","E01024560","Cars","Total","Licensed","599"
"24800","E01024561","Cars","Total","Licensed","1011"
"24801","E01024562","Cars","Total","Licensed","782"
"24802","E01024563","Cars","Total","Licensed","640"
"24803","E01024564","Cars","Total","Licensed","856"
"24804","E01024565","Cars","Total","Licensed","912"
"24805","E01024566","Cars","Total","Licensed","1049"
"24806","E01024567","Cars","Total","Licensed","1495"
"24807","E01024568","Cars","Total","Licensed","2015"
"24808","E01024569","Cars","Total","Licensed","905"
"24809","E01024570","Cars","Total","Licensed","1078"
"24810","E01024571","Cars","Total","Licensed","1133"
"24811","E01024572","Cars","Total","Licensed","1019"
"24812","E01024573","Cars","Total","Licensed","812"
"24813","E01024575","Cars","Total","Licensed","800"
"24814","E01024576","Cars","Total","Licensed","983"
"24815","E01024577","Cars","Total","Licensed","767"
"24816","E01024578","Cars","Total","Licensed","966"
"24817","E01024579","Cars","Total","Licensed","1330"
"24818","E01024580","Cars","Total","Licensed","1205"
"24819","E01024581","Cars","Total","Licensed","808"
"24820","E01024582","Cars","Total","Licensed","842"
"24821","E01024583","Cars","Total","Licensed","838"
"24822","E01024584","Cars","Total","Licensed","864"
"24823","E01024585","Cars","Total","Licensed","791"
"24824","E01024586","Cars","Total","Licensed","1077"
"24825","E01024587","Cars","Total","Licensed","1189"
"24826","E01024588","Cars","Total","Licensed","1011"
"24827","E01024589","Cars","Total","Licensed","1024"
"24828","E01024590","Cars","Total","Licensed","592"
"24829","E01024591","Cars","Total","Licensed","1265"
"24830","E01024592","Cars","Total","Licensed","633"
"24831","E01024593","Cars","Total","Licensed","679"
"24832","E01024594","Cars","Total","Licensed","808"
"24833","E01024595","Cars","Total","Licensed","836"
"24834","E01024596","Cars","Total","Licensed","777"
"24835","E01024597","Cars","Total","Licensed","866"
"24836","E01024598","Cars","Total","Licensed","940"
"24837","E01024599","Cars","Total","Licensed","788"
"24838","E01024600","Cars","Total","Licensed","692"
"24839","E01024601","Cars","Total","Licensed","791"
"24840","E01024602","Cars","Total","Licensed","589"
"24841","E01024603","Cars","Total","Licensed","592"
"24842","E01024604","Cars","Total","Licensed","624"
"24843","E01024605","Cars","Total","Licensed","731"
"24844","E01024606","Cars","Total","Licensed","698"
"24845","E01024608","Cars","Total","Licensed","840"
"24846","E01024609","Cars","Total","Licensed","492"
"24847","E01024610","Cars","Total","Licensed","655"
"24848","E01024611","Cars","Total","Licensed","531"
"24849","E01024612","Cars","Total","Licensed","645"
"24850","E01024613","Cars","Total","Licensed","614"
"24851","E01024614","Cars","Total","Licensed","571"
"24852","E01024615","Cars","Total","Licensed","603"
"24853","E01024616","Cars","Total","Licensed","746"
"24854","E01024618","Cars","Total","Licensed","1536"
"24855","E01024619","Cars","Total","Licensed","854"
"24856","E01024620","Cars","Total","Licensed","1023"
"24857","E01024621","Cars","Total","Licensed","622"
"24858","E01024622","Cars","Total","Licensed","1108"
"24859","E01024623","Cars","Total","Licensed","1098"
"24860","E01024624","Cars","Total","Licensed","1598"
"24861","E01024625","Cars","Total","Licensed","1012"
"24862","E01024626","Cars","Total","Licensed","1169"
"24863","E01024627","Cars","Total","Licensed","896"
"24864","E01024628","Cars","Total","Licensed","1024"
"24865","E01024629","Cars","Total","Licensed","730"
"24866","E01024630","Cars","Total","Licensed","842"
"24867","E01024631","Cars","Total","Licensed","1032"
"24868","E01024632","Cars","Total","Licensed","911"
"24869","E01024633","Cars","Total","Licensed","723"
"24870","E01024634","Cars","Total","Licensed","816"
"24871","E01024635","Cars","Total","Licensed","916"
"24872","E01024636","Cars","Total","Licensed","1203"
"24873","E01024637","Cars","Total","Licensed","1106"
"24874","E01024638","Cars","Total","Licensed","887"
"24875","E01024639","Cars","Total","Licensed","885"
"24876","E01024640","Cars","Total","Licensed","916"
"24877","E01024641","Cars","Total","Licensed","715"
"24878","E01024642","Cars","Total","Licensed","779"
"24879","E01024643","Cars","Total","Licensed","488"
"24880","E01024644","Cars","Total","Licensed","724"
"24881","E01024645","Cars","Total","Licensed","705"
"24882","E01024646","Cars","Total","Licensed","715"
"24883","E01024647","Cars","Total","Licensed","623"
"24884","E01024648","Cars","Total","Licensed","515"
"24885","E01024649","Cars","Total","Licensed","759"
"24886","E01024650","Cars","Total","Licensed","913"
"24887","E01024651","Cars","Total","Licensed","796"
"24888","E01024652","Cars","Total","Licensed","1373"
"24889","E01024653","Cars","Total","Licensed","962"
"24890","E01024654","Cars","Total","Licensed","918"
"24891","E01024655","Cars","Total","Licensed","879"
"24892","E01024656","Cars","Total","Licensed","968"
"24893","E01024657","Cars","Total","Licensed","584"
"24894","E01024658","Cars","Total","Licensed","698"
"24895","E01024659","Cars","Total","Licensed","707"
"24896","E01024660","Cars","Total","Licensed","578"
"24897","E01024661","Cars","Total","Licensed","497"
"24898","E01024662","Cars","Total","Licensed","719"
"24899","E01024663","Cars","Total","Licensed","537"
"24900","E01024664","Cars","Total","Licensed","660"
"24901","E01024665","Cars","Total","Licensed","723"
"24902","E01024666","Cars","Total","Licensed","632"
"24903","E01024667","Cars","Total","Licensed","590"
"24904","E01024668","Cars","Total","Licensed","556"
"24905","E01024669","Cars","Total","Licensed","702"
"24906","E01024670","Cars","Total","Licensed","615"
"24907","E01024671","Cars","Total","Licensed","642"
"24908","E01024672","Cars","Total","Licensed","702"
"24909","E01024673","Cars","Total","Licensed","939"
"24910","E01024674","Cars","Total","Licensed","894"
"24911","E01024675","Cars","Total","Licensed","1292"
"24912","E01024676","Cars","Total","Licensed","543"
"24913","E01024677","Cars","Total","Licensed","646"
"24914","E01024678","Cars","Total","Licensed","608"
"24915","E01024679","Cars","Total","Licensed","714"
"24916","E01024680","Cars","Total","Licensed","893"
"24917","E01024681","Cars","Total","Licensed","752"
"24918","E01024682","Cars","Total","Licensed","873"
"24919","E01024683","Cars","Total","Licensed","551"
"24920","E01024684","Cars","Total","Licensed","702"
"24921","E01024685","Cars","Total","Licensed","799"
"24922","E01024686","Cars","Total","Licensed","795"
"24923","E01024687","Cars","Total","Licensed","596"
"24924","E01024688","Cars","Total","Licensed","909"
"24925","E01024689","Cars","Total","Licensed","708"
"24926","E01024690","Cars","Total","Licensed","723"
"24927","E01024691","Cars","Total","Licensed","779"
"24928","E01024692","Cars","Total","Licensed","763"
"24929","E01024693","Cars","Total","Licensed","689"
"24930","E01024694","Cars","Total","Licensed","743"
"24931","E01024695","Cars","Total","Licensed","583"
"24932","E01024696","Cars","Total","Licensed","781"
"24933","E01024697","Cars","Total","Licensed","489"
"24934","E01024698","Cars","Total","Licensed","645"
"24935","E01024699","Cars","Total","Licensed","794"
"24936","E01024700","Cars","Total","Licensed","905"
"24937","E01024701","Cars","Total","Licensed","1839"
"24938","E01024702","Cars","Total","Licensed","767"
"24939","E01024703","Cars","Total","Licensed","1432"
"24940","E01024704","Cars","Total","Licensed","1043"
"24941","E01024705","Cars","Total","Licensed","424"
"24942","E01024706","Cars","Total","Licensed","651"
"24943","E01024707","Cars","Total","Licensed","653"
"24944","E01024708","Cars","Total","Licensed","1190"
"24945","E01024709","Cars","Total","Licensed","801"
"24946","E01024710","Cars","Total","Licensed","562"
"24947","E01024711","Cars","Total","Licensed","771"
"24948","E01024712","Cars","Total","Licensed","940"
"24949","E01024713","Cars","Total","Licensed","893"
"24950","E01024714","Cars","Total","Licensed","834"
"24951","E01024715","Cars","Total","Licensed","855"
"24952","E01024716","Cars","Total","Licensed","1132"
"24953","E01024717","Cars","Total","Licensed","1810"
"24954","E01024718","Cars","Total","Licensed","1088"
"24955","E01024719","Cars","Total","Licensed","1472"
"24956","E01024720","Cars","Total","Licensed","777"
"24957","E01024721","Cars","Total","Licensed","935"
"24958","E01024722","Cars","Total","Licensed","786"
"24959","E01024723","Cars","Total","Licensed","1157"
"24960","E01024724","Cars","Total","Licensed","1534"
"24961","E01024725","Cars","Total","Licensed","1172"
"24962","E01024726","Cars","Total","Licensed","1020"
"24963","E01024727","Cars","Total","Licensed","2551"
"24964","E01024728","Cars","Total","Licensed","1055"
"24965","E01024729","Cars","Total","Licensed","926"
"24966","E01024730","Cars","Total","Licensed","793"
"24967","E01024731","Cars","Total","Licensed","665"
"24968","E01024732","Cars","Total","Licensed","689"
"24969","E01024733","Cars","Total","Licensed","940"
"24970","E01024734","Cars","Total","Licensed","941"
"24971","E01024735","Cars","Total","Licensed","913"
"24972","E01024736","Cars","Total","Licensed","964"
"24973","E01024737","Cars","Total","Licensed","1418"
"24974","E01024740","Cars","Total","Licensed","1348"
"24975","E01024741","Cars","Total","Licensed","626"
"24976","E01024742","Cars","Total","Licensed","935"
"24977","E01024743","Cars","Total","Licensed","1125"
"24978","E01024744","Cars","Total","Licensed","1290"
"24979","E01024745","Cars","Total","Licensed","1191"
"24980","E01024746","Cars","Total","Licensed","814"
"24981","E01024747","Cars","Total","Licensed","777"
"24982","E01024748","Cars","Total","Licensed","904"
"24983","E01024749","Cars","Total","Licensed","755"
"24984","E01024750","Cars","Total","Licensed","794"
"24985","E01024751","Cars","Total","Licensed","955"
"24986","E01024752","Cars","Total","Licensed","951"
"24987","E01024753","Cars","Total","Licensed","882"
"24988","E01024754","Cars","Total","Licensed","1159"
"24989","E01024755","Cars","Total","Licensed","1458"
"24990","E01024756","Cars","Total","Licensed","594"
"24991","E01024757","Cars","Total","Licensed","699"
"24992","E01024758","Cars","Total","Licensed","862"
"24993","E01024760","Cars","Total","Licensed","868"
"24994","E01024761","Cars","Total","Licensed","1264"
"24995","E01024762","Cars","Total","Licensed","1318"
"24996","E01024763","Cars","Total","Licensed","718"
"24997","E01024764","Cars","Total","Licensed","683"
"24998","E01024765","Cars","Total","Licensed","764"
"24999","E01024766","Cars","Total","Licensed","1423"
"25000","E01024767","Cars","Total","Licensed","993"
"25001","E01024768","Cars","Total","Licensed","966"
"25002","E01024771","Cars","Total","Licensed","996"
"25003","E01024772","Cars","Total","Licensed","901"
"25004","E01024773","Cars","Total","Licensed","993"
"25005","E01024774","Cars","Total","Licensed","2104"
"25006","E01024775","Cars","Total","Licensed","625"
"25007","E01024776","Cars","Total","Licensed","647"
"25008","E01024777","Cars","Total","Licensed","553"
"25009","E01024778","Cars","Total","Licensed","848"
"25010","E01024779","Cars","Total","Licensed","736"
"25011","E01024780","Cars","Total","Licensed","797"
"25012","E01024781","Cars","Total","Licensed","1333"
"25013","E01024782","Cars","Total","Licensed","729"
"25014","E01024783","Cars","Total","Licensed","1071"
